eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,eplenmean,eprewmean
407.57,30.9,2273,0.016492626,0.14300537,2.0705955,-0.010326174,0.05463567,0.956755519,1378,352768,10006.82936,22577152,,
406.62,30.72,2295,0.01831082,0.15022786,2.044309,-0.011278939,0.0984084,0.923367172,1379,353024,10013.96615,22593536,,
413.2,31.39,2283,0.014802761,0.15401204,2.0427768,-0.019864036,0.018404154,0.984804021,1380,353280,10021.14207,22609920,,
416.64,31.71,2314,0.02396434,0.18882243,2.049133,-0.011777639,0.0548735,0.951268572,1381,353536,10028.2208,22626304,,
413.67,31.14,2301,0.021693354,0.14357503,2.0686524,-0.008007147,0.0992997,0.911562331,1382,353792,10035.34193,22642688,,
413.67,30.8,2295,0.012269967,0.11806234,2.0250802,-0.018146249,0.018210458,0.982739052,1383,354048,10042.47933,22659072,,
417.24,31.61,2328,0.020593602,0.14164226,2.021121,-0.015924143,0.027679851,0.977380229,1384,354304,10049.5178,22675456,,
417.03,31.73,2293,0.016584756,0.14154053,2.0221055,-0.012229594,0.03253831,0.975251492,1385,354560,10056.66339,22691840,,
418.83,32.36,2301,0.014367878,0.14412434,2.0290356,-0.019948598,0.019487629,0.978460239,1386,354816,10063.78449,22708224,,
416.33,31.2,2317,0.028776223,0.16225179,2.011165,-0.010070198,0.09576792,0.914735809,1387,355072,10070.85504,22724608,,
416.4,31.07,2275,0.013666884,0.14202881,2.029971,-0.013363831,0.04747064,0.951228235,1388,355328,10078.05673,22740992,,
414.69,30.82,2280,0.02053816,0.13460286,2.0086915,-0.011413074,0.076963805,0.927767031,1389,355584,10085.24125,22757376,,
412.49,30.48,2309,0.019336915,0.14007568,2.0184782,-0.012003962,0.09591061,0.906526618,1390,355840,10092.33686,22773760,,
412.39,30.98,2280,0.019264605,0.14542644,2.0280025,-0.009067252,0.07162703,0.916336223,1391,356096,10099.52343,22790144,,
410.45,30.52,2295,0.015463411,0.1373291,2.0426548,-0.008702718,0.1115939,0.891538806,1392,356352,10106.66159,22806528,,
407.63,30.02,2308,0.014682323,0.13114421,2.0500815,-0.009047121,0.106215715,0.891125187,1393,356608,10113.75835,22822912,,
397.6,29.33,2288,0.017424269,0.1472168,2.0334191,-0.008140543,0.16495703,0.888995409,1394,356864,10120.91831,22839296,,
402.78,30.22,2317,0.017950207,0.16147868,2.043601,-0.010162246,0.06636363,0.935128108,1395,357120,10127.98981,22855680,,
399.94,28.75,2286,0.016474385,0.14119466,2.0478637,-0.011318703,0.22211146,0.832073107,1396,357376,10135.15475,22872064,,
403.42,29.23,2306,0.02114057,0.14558919,2.038781,-0.012427837,0.054148912,0.949250821,1397,357632,10142.25869,22888448,,
400.72,29.17,2299,0.014186765,0.1338908,2.0266178,-0.012229956,0.094203226,0.9304621,1398,357888,10149.38454,22904832,,
406.57,30.35,2288,0.022780417,0.16884358,2.0266995,-0.00853666,0.08652273,0.914893597,1399,358144,10156.54517,22921216,,
399.97,29.8,2325,0.01780886,0.15183513,2.0394456,-0.008108386,0.13415849,0.874463513,1400,358400,10163.59171,22937600,,
397.44,29.57,2304,0.023143983,0.17150879,2.0223265,-0.010884534,0.11187073,0.907486916,1401,358656,10170.70321,22953984,,
399.27,29.18,2292,0.014579049,0.12310791,2.0372596,-0.009631163,0.16686046,0.867308334,1402,358912,10177.85112,22970368,,
395.23,29.15,2282,0.013845936,0.13743083,2.045985,-0.011886301,0.077797264,0.936498456,1403,359168,10185.02966,22986752,,
400.19,30.43,2288,0.011925031,0.10803223,2.0367303,-0.008291903,0.17342521,0.869461566,1404,359424,10192.18972,23003136,,
405.9,31.17,2315,0.013423528,0.12569173,2.076103,-0.012331579,0.08183966,0.929020844,1405,359680,10199.26629,23019520,,
404.61,30.81,2260,0.018555455,0.16491699,2.044534,-0.015414468,0.0398256,0.954694748,1406,359936,10206.51504,23035904,,
400.59,29.99,2296,0.013371628,0.14322917,2.0713446,-0.010105032,0.22585309,0.825961724,1407,360192,10213.64938,23052288,,
394.53,29.19,2288,0.020872047,0.15730794,2.0611408,-0.009225249,0.14228877,0.888460025,1408,360448,10220.80858,23068672,,
403.79,30.15,2300,0.015122431,0.14302571,2.0697963,-0.02072939,0.015675703,0.982387399,1409,360704,10227.932,23085056,,
410.02,30.21,2301,0.018950837,0.15012614,2.0445538,-0.010645152,0.12346957,0.881228812,1410,360960,10235.05171,23101440,,
414.34,31.34,2304,0.0171927,0.14927165,2.0511346,-0.019469598,0.015185556,0.982507601,1411,361216,10242.16098,23117824,,
403.36,30.28,2288,0.018879524,0.1707967,2.060136,-0.0087544,0.19431174,0.850228459,1412,361472,10249.32119,23134208,,
404.44,30.02,2278,0.022381261,0.13891602,2.0486202,-0.012672193,0.042991,0.960144147,1413,361728,10256.51106,23150592,,
411.29,30.49,2323,0.016525203,0.14823405,2.0593443,-0.009647903,0.039799128,0.967714693,1414,361984,10263.56388,23166976,,
417.41,31.55,2289,0.014700946,0.14870198,2.042225,-0.011441861,0.07774704,0.937442631,1415,362240,10270.72019,23183360,,
410.17,30.88,2299,0.018966496,0.1722819,2.078772,-0.011026431,0.14315523,0.870064795,1416,362496,10277.84584,23199744,,
407.52,30.43,2304,0.011952945,0.11708578,2.0981343,-0.00901173,0.109369196,0.884860627,1417,362752,10284.95741,23216128,,
409.99,30.28,2291,0.012920626,0.13026936,2.078562,-0.013740945,0.07158119,0.933013469,1418,363008,10292.10912,23232512,,
405.3,29.77,2279,0.015139945,0.15037028,2.0788915,-0.010981466,0.22081013,0.816175997,1419,363264,10299.29667,23248896,,
403.26,29.55,2305,0.00991813,0.102274574,2.0745451,-0.010289167,0.068872154,0.941592507,1420,363520,10306.40424,23265280,,
410.18,30.31,2300,0.013185546,0.10418701,2.1014092,-0.01160379,0.06242882,0.940874703,1421,363776,10313.52804,23281664,,
412.95,30.24,2300,0.013321222,0.13157146,2.057899,-0.013120846,0.064591825,0.933710188,1422,364032,10320.65015,23298048,,
408.41,29.79,2297,0.017645573,0.15877278,2.043261,-0.013333157,0.12185239,0.901748866,1423,364288,10327.78117,23314432,,
402.39,29.95,2299,0.015111637,0.14088948,2.0776737,-0.010659627,0.109584875,0.892264023,1424,364544,10334.90583,23330816,,
402.55,30.52,2285,0.013805364,0.14463298,2.0746777,-0.014549012,0.03393847,0.971541703,1425,364800,10342.07518,23347200,,
413.2,31.16,2318,0.016610155,0.17751057,2.1040819,-0.008878309,0.05587013,0.935835868,1426,365056,10349.14155,23363584,,
409.87,29.78,2266,0.016497744,0.12760417,2.0845785,-0.009670201,0.13681677,0.883708678,1427,365312,10356.37139,23379968,,
401.58,29.12,2288,0.014484636,0.14095052,2.0691178,-0.012054301,0.15560605,0.886191934,1428,365568,10363.5308,23396352,,
397.78,28.96,2267,0.01334357,0.12634277,2.084298,-0.010112842,0.083904445,0.922158301,1429,365824,10370.75776,23412736,,
402.98,29.66,2309,0.016616568,0.14082845,2.1114237,-0.011511419,0.07909002,0.928773366,1430,366080,10377.85308,23429120,,
411.63,30.38,2322,0.015683832,0.15858968,2.1005833,-0.013813756,0.052002653,0.952331357,1431,366336,10384.90725,23445504,,
411.4,30.39,2291,0.015581557,0.14196777,2.090185,-0.014469209,0.038771268,0.959880631,1432,366592,10392.05832,23461888,,
410.82,30.23,2281,0.020006143,0.15205891,2.0885613,-0.009075615,0.07585477,0.929716818,1433,366848,10399.23922,23478272,,
413.86,30.92,2310,0.020959472,0.14845784,2.050642,-0.014323141,0.03501598,0.965370193,1434,367104,10406.33068,23494656,,
412.01,30.71,2260,0.012557196,0.13867188,2.0910554,-0.01077251,0.07742228,0.921257146,1435,367360,10413.57802,23511040,,
406.59,30.17,2286,0.02663003,0.17159016,2.1049435,-0.007125773,0.13371453,0.876013294,1436,367616,10420.74385,23527424,,
407.93,30.17,2316,0.015352045,0.14261882,2.1033547,-0.01108265,0.07253522,0.918170087,1437,367872,10427.81867,23543808,,
405.87,30.04,2296,0.016490683,0.15382893,2.1008341,-0.008490595,0.17000909,0.86031346,1438,368128,10434.95299,23560192,,
398.23,29.1,2308,0.013679512,0.117879234,2.1000123,-0.011904775,0.1482264,0.895106725,1439,368384,10442.04938,23576576,,
395.75,28.76,2288,0.024094367,0.1505127,2.1020782,-0.009945747,0.19323938,0.866397053,1440,368640,10449.20994,23592960,,
406.05,30.26,2279,0.014259178,0.13153076,2.1103108,-0.01235173,0.044174895,0.960288282,1441,368896,10456.39657,23609344,,
411.99,31.21,2289,0.016810773,0.12874348,2.100586,-0.014969714,0.026172576,0.971716629,1442,369152,10463.55221,23625728,,
417.16,32.02,2302,0.015618951,0.13315837,2.1271698,-0.008578447,0.08700081,0.911039956,1443,369408,10470.66787,23642112,,
404.47,30.14,2257,0.015553511,0.12949626,2.1207552,-0.010956959,0.18866034,0.853282824,1444,369664,10477.92617,23658496,,
400.8,29.3,2289,0.015697856,0.11828613,2.1044595,-0.009187533,0.09171247,0.900087938,1445,369920,10485.08423,23674880,,
397.65,29.52,2283,0.017083948,0.13584392,2.11479,-0.011193014,0.14967981,0.855895221,1446,370176,10492.26077,23691264,,
403.53,30.48,2294,0.013029371,0.12854004,2.1357093,-0.010318785,0.0740585,0.922367439,1447,370432,10499.40203,23707648,,
406.12,30.83,2299,0.019047419,0.16556804,2.1394074,-0.00846862,0.07109954,0.941014796,1448,370688,10506.52718,23724032,,
411.12,30.67,2257,0.014382951,0.14453125,2.1412225,-0.011879585,0.11253294,0.89503137,1449,370944,10513.78695,23740416,,
401.82,28.82,2301,0.018762214,0.15905762,2.1702487,-0.010483637,0.20693994,0.819718927,1450,371200,10520.90798,23756800,,
401.58,28.38,2291,0.011206858,0.10719808,2.1161423,-0.01200812,0.075950615,0.926731817,1451,371456,10528.05756,23773184,,
406.96,29.48,2326,0.015880568,0.14017741,2.1148064,-0.012962387,0.026838826,0.974238008,1452,371712,10535.09988,23789568,,
410,30.72,2307,0.02114822,0.12705486,2.1116402,-0.010453564,0.055365015,0.942177001,1453,371968,10542.20173,23805952,,
415.22,31.91,2318,0.011428113,0.11049398,2.1023557,-0.010991746,0.048372585,0.948652279,1454,372224,10549.26909,23822336,,
418.57,31.87,2296,0.014871028,0.14727783,2.1170988,-0.01219439,0.06164168,0.93824191,1455,372480,10556.40542,23838720,,
411.84,30.56,2293,0.018166753,0.14796956,2.0597746,-0.011194612,0.09036734,0.916671403,1456,372736,10563.54856,23855104,,
404.34,29.91,2287,0.017047679,0.15016682,2.0918412,-0.009287889,0.124842964,0.88598597,1457,372992,10570.71263,23871488,,
395.6,29.41,2292,0.020818725,0.1404012,2.111824,-0.009722921,0.17974226,0.857940882,1458,373248,10577.85889,23887872,,
396.37,29.38,2330,0.018045017,0.14701335,2.097069,-0.010650131,0.13636993,0.879095577,1459,373504,10584.88913,23904256,,
402.19,30.23,2304,0.020216502,0.17970784,2.1237783,-0.01150643,0.054290965,0.938320346,1460,373760,10591.99875,23920640,,
409.06,30.42,2308,0.01970798,0.1506551,2.078428,-0.009500411,0.15876557,0.885494225,1461,374016,10599.09779,23937024,,
407.44,30.58,2277,0.012387555,0.104878746,2.116604,-0.012260978,0.060474772,0.936937727,1462,374272,10606.29067,23953408,,
406.94,30.56,2285,0.016927466,0.16512044,2.1059847,-0.010114006,0.1349498,0.881617263,1463,374528,10613.46146,23969792,,
409.55,31.46,2316,0.014805376,0.14522298,2.0987203,-0.018531999,0.015038018,0.988517923,1464,374784,10620.53662,23986176,,
413.9,31.82,2302,0.015467656,0.13456218,2.127393,-0.010529269,0.068104245,0.943802137,1465,375040,10627.65454,24002560,,
416.53,31.37,2282,0.014680841,0.14973958,2.1128163,-0.014695584,0.042078096,0.963776607,1466,375296,10634.83419,24018944,,
412.75,30.04,2290,0.01626375,0.15622966,2.1166584,-0.010071988,0.10201333,0.920800626,1467,375552,10641.98967,24035328,,
407.75,30.33,2300,0.017622104,0.1564738,2.120121,-0.011334351,0.1439754,0.880290322,1468,375808,10649.1134,24051712,,
411.29,31.98,2309,0.012794641,0.14196777,2.1051228,-0.023030033,0.011194016,0.99154326,1469,376064,10656.20822,24068096,,
412.66,32.38,2258,0.013124284,0.1451416,2.0897167,-0.015926274,0.02762671,0.977674365,1470,376320,10663.46435,24084480,,
415.49,32.56,2314,0.014109314,0.14916992,2.0858183,-0.012363267,0.0433118,0.959611833,1471,376576,10670.54362,24100864,,
417.09,32.74,2261,0.018802153,0.14023845,2.1286817,-0.012244211,0.051972877,0.943545926,1472,376832,10677.78941,24117248,,
408.63,30.71,2281,0.018277733,0.14601643,2.110707,-0.012760484,0.08448476,0.92004855,1473,377088,10684.97243,24133632,,
408.92,30.42,2317,0.013611107,0.14042155,2.125019,-0.014272518,0.036697794,0.952524159,1474,377344,10692.04229,24150016,,
407.06,30.45,2293,0.016548743,0.14082845,2.0836644,-0.009927264,0.16878814,0.866853893,1475,377600,10699.18755,24166400,,
405.45,30.16,2311,0.022954362,0.14249675,2.1464312,-0.011292198,0.0552552,0.943698421,1476,377856,10706.27587,24182784,,
414.01,30.28,2322,0.01604447,0.15492757,2.0806732,-0.018584142,0.016594082,0.981711363,1477,378112,10713.33186,24199168,,
410.08,30.86,2274,0.014603872,0.15401204,2.0766199,-0.010259067,0.08211909,0.927475065,1478,378368,10720.53722,24215552,,
405.37,30.94,2270,0.018358363,0.13645427,2.0963318,-0.009883887,0.12140877,0.883867912,1479,378624,10727.75409,24231936,,
406.44,30.75,2300,0.015467339,0.12943523,2.0943859,-0.014258853,0.06501179,0.925778173,1480,378880,10734.87652,24248320,,
407.72,30.3,2274,0.022895658,0.17277019,2.129739,-0.010815282,0.12993445,0.880447626,1481,379136,10742.07966,24264704,,
409.24,30.28,2285,0.016051697,0.15781657,2.0770295,-0.011516347,0.07656572,0.930401631,1482,379392,10749.24771,24281088,,
408.53,30.47,2319,0.019131815,0.168396,2.083512,-0.011331182,0.07792172,0.917226553,1483,379648,10756.31164,24297472,,
412.73,30.97,2313,0.02102746,0.14070638,2.1038027,-0.017343638,0.020737369,0.974531254,1484,379904,10763.39572,24313856,,
418.01,31.76,2320,0.016998706,0.15193684,2.0723107,-0.009858905,0.06916766,0.936722592,1485,380160,10770.45854,24330240,,
411.31,29.72,2294,0.015454988,0.14025879,2.091403,-0.009537146,0.17830181,0.855535507,1486,380416,10777.59816,24346624,,
400.93,29.04,2297,0.019110253,0.14742024,2.0686767,-0.008765182,0.122937016,0.897424363,1487,380672,10784.73071,24363008,,
401.96,30.64,2296,0.018445494,0.150472,2.1011226,-0.011922491,0.054596033,0.954299405,1488,380928,10791.86728,24379392,,
409.72,31.72,2310,0.014991785,0.15319824,2.1280718,-0.013615307,0.06461832,0.940838385,1489,381184,10798.96045,24395776,,
395.74,29.52,2308,0.017206796,0.14070638,2.1170533,-0.010527755,0.28672075,0.784779787,1490,381440,10806.05831,24412160,,
397.12,28.51,2287,0.014120149,0.12654622,2.155145,-0.011982146,0.09371868,0.90393924,1491,381696,10813.22248,24428544,,
394.92,28.5,2307,0.016806988,0.15238445,2.104771,-0.009923955,0.10472232,0.89573729,1492,381952,10820.32285,24444928,,
396.25,29.16,2318,0.015923938,0.14351399,2.1377535,-0.010293352,0.24515009,0.804098055,1493,382208,10827.39063,24461312,,
400.91,30.22,2292,0.016078062,0.13657634,2.1615465,-0.010048437,0.0621417,0.932320423,1494,382464,10834.53745,24477696,,
398.97,30.76,2306,0.019893464,0.13897705,2.1080709,-0.008793254,0.16962261,0.851916581,1495,382720,10841.64238,24494080,,
385.87,28.37,2312,0.018048901,0.14351399,2.1335564,-0.006832057,0.26678348,0.801575169,1496,382976,10848.72712,24510464,,
378.92,26.18,2302,0.013361923,0.119628906,2.1265945,-0.011121598,0.33890343,0.774478778,1497,383232,10855.8439,24526848,,
390.17,27.42,2300,0.013145623,0.11682129,2.1501606,-0.010310399,0.08324832,0.921482697,1498,383488,10862.96799,24543232,,
404.72,28.82,2292,0.017096948,0.14945476,2.1415823,-0.007380011,0.086372435,0.924037009,1499,383744,10870.1154,24559616,,
403.31,29.46,2341,0.014327294,0.121785484,2.1273317,-0.010217578,0.14943023,0.884575672,1500,384000,10877.11226,24576000,,
404.24,29.34,2305,0.018680131,0.1414388,2.1371047,-0.011126326,0.14068995,0.893330954,1501,384256,10884.22058,24592384,,
403.21,29.62,2279,0.016672336,0.13684082,2.133052,-0.010282484,0.08597105,0.930359408,1502,384512,10891.41019,24608768,,
406.83,30.76,2321,0.016254593,0.13808186,2.1333435,-0.011939908,0.05382589,0.954562847,1503,384768,10898.46707,24625152,,
412.19,30.56,2310,0.015275053,0.13149007,2.1388543,-0.014730691,0.040493075,0.954083823,1504,385024,10905.55802,24641536,,
414.4,30.28,2272,0.014492516,0.14676921,2.0898852,-0.009535681,0.08605998,0.928442612,1505,385280,10912.76842,24657920,,
402.62,29.58,2305,0.012410983,0.10764567,2.1111882,-0.010768943,0.13984157,0.894191362,1506,385536,10919.87445,24674304,,
401.04,28.98,2282,0.018868415,0.12709554,2.1381383,-0.010140319,0.119491726,0.910743169,1507,385792,10927.05204,24690688,,
406.39,29.58,2315,0.020437328,0.1823527,2.1172204,-0.010343037,0.15808307,0.862227574,1508,386048,10934.12922,24707072,,
409.36,29.58,2274,0.024075024,0.13031006,2.114275,-0.008814245,0.10871887,0.892442524,1509,386304,10941.33224,24723456,,
408.46,29.88,2310,0.017571962,0.13684082,2.083003,-0.01284235,0.090019874,0.920327254,1510,386560,10948.42459,24739840,,
404.96,29.73,2321,0.016663212,0.16727702,2.1024034,-0.009520994,0.1564791,0.875629246,1511,386816,10955.48404,24756224,,
407.61,29.39,2328,0.016050044,0.12972005,2.0815969,-0.007801018,0.118468136,0.918729931,1512,387072,10962.52268,24772608,,
404.85,29.18,2299,0.02267467,0.12854004,2.0997221,-0.007707347,0.09993895,0.924887598,1513,387328,10969.64765,24788992,,
400.43,29.15,2280,0.009873851,0.102274574,2.1042647,-0.010068161,0.16036303,0.882917225,1514,387584,10976.8334,24805376,,
401.76,29.39,2321,0.018854856,0.12998454,2.0952947,-0.0103291,0.11375383,0.898524672,1515,387840,10983.89222,24821760,,
403.76,28.69,2291,0.018644897,0.13267009,2.1113787,-0.011309036,0.13163857,0.899514005,1516,388096,10991.04311,24838144,,
400.2,28.81,2303,0.020267641,0.13287354,2.1008775,-0.009396841,0.15409206,0.900714137,1517,388352,10998.15732,24854528,,
401.08,29.63,2295,0.011092935,0.12322998,2.104049,-0.011871467,0.037654713,0.974455936,1518,388608,11005.2957,24870912,,
404.48,30.85,2291,0.009086995,0.087890625,2.0864499,-0.011234851,0.079568215,0.951807767,1519,388864,11012.44537,24887296,,
400.13,30.4,2317,0.012312803,0.11362711,2.1038864,-0.010471415,0.120901644,0.921607316,1520,389120,11019.51671,24903680,,
394.39,28.38,2254,0.01962369,0.14522298,2.1344059,-0.011068631,0.21188231,0.8368126,1521,389376,11026.7848,24920064,,
403.21,28.82,2288,0.011651539,0.118387856,2.122426,-0.010905908,0.044409353,0.963980578,1522,389632,11033.94655,24936448,,
399.39,28.85,2326,0.018589111,0.13340251,2.1052208,-0.010912799,0.2569461,0.819903627,1523,389888,11040.98859,24952832,,
396.64,28.97,2316,0.011330262,0.115743004,2.136177,-0.011424628,0.06488824,0.940628015,1524,390144,11048.06294,24969216,,
399.3,29.77,2275,0.012770745,0.12809245,2.123139,-0.012623396,0.090009935,0.919909649,1525,390400,11055.26496,24985600,,
411.52,31.02,2303,0.011762229,0.13031006,2.1127996,-0.021509903,0.015778659,0.985920653,1526,390656,11062.37726,25001984,,
409.77,31.02,2273,0.01237252,0.13441975,2.1305351,-0.010461331,0.112844385,0.905228697,1527,390912,11069.58377,25018368,,
409.65,30.75,2292,0.014918375,0.13846843,2.1218374,-0.007361809,0.092494726,0.925794631,1528,391168,11076.73155,25034752,,
401.19,29.35,2311,0.017342847,0.14857991,2.1301851,-0.011149469,0.14982834,0.871155143,1529,391424,11083.81934,25051136,,
403.32,29.61,2307,0.015239933,0.13637288,2.1367028,-0.010700603,0.1205103,0.913295262,1530,391680,11090.92208,25067520,,
404.45,30.29,2296,0.015410188,0.13360596,2.1201906,-0.011245997,0.079177834,0.943756089,1531,391936,11098.05718,25083904,,
404.32,29.57,2307,0.011569883,0.11022949,2.1274426,-0.011433045,0.16358192,0.87255013,1532,392192,11105.15831,25100288,,
405.61,29.91,2282,0.014719825,0.12485758,2.143327,-0.009824927,0.06754264,0.946959902,1533,392448,11112.33843,25116672,,
402.39,30,2276,0.016860323,0.13584392,2.1313884,-0.009759666,0.16129512,0.880291469,1534,392704,11119.53563,25133056,,
404.64,29.83,2305,0.020956824,0.16597493,2.138734,-0.012281217,0.12377777,0.881670199,1535,392960,11126.64331,25149440,,
408,29.9,2307,0.013638991,0.13519287,2.1508653,-0.012758065,0.045608107,0.958123531,1536,393216,11133.74435,25165824,,
413.61,30.39,2312,0.019854225,0.16249593,2.1434054,-0.00869256,0.052606717,0.944056135,1537,393472,11140.83161,25182208,,
414.93,31.23,2302,0.013030087,0.14048259,2.1161597,-0.019394122,0.013704054,0.987999217,1538,393728,11147.9487,25198592,,
407.83,31.17,2307,0.021326825,0.1597697,2.1033154,-0.009624236,0.11028763,0.909198776,1539,393984,11155.04931,25214976,,
408.39,31.12,2297,0.017161189,0.1560262,2.094695,-0.012517014,0.04914027,0.958815504,1540,394240,11162.18131,25231360,,
404.97,30.47,2321,0.013633382,0.13724773,2.0832183,-0.008843926,0.112820186,0.92505414,1541,394496,11169.23852,25247744,,
409.08,30.51,2297,0.011130229,0.12699382,2.0964615,-0.012486703,0.062316865,0.947413675,1542,394752,11176.3708,25264128,,
404.47,30.17,2312,0.014744401,0.14860027,2.0752409,-0.010284659,0.10043007,0.922530167,1543,395008,11183.45622,25280512,,
401.92,30.3,2278,0.015126935,0.12172445,2.0880058,-0.007812223,0.15254404,0.87321113,1544,395264,11190.64769,25296896,,
407.37,31.07,2325,0.0132781,0.12677002,2.102629,-0.006076498,0.07833519,0.931856617,1545,395520,11197.69489,25313280,,
408.1,30.78,2312,0.015374527,0.109436035,2.0986602,-0.011477247,0.09217748,0.936905675,1546,395776,11204.78188,25329664,,
410.75,30.88,2277,0.012658332,0.13024902,2.1150398,-0.012570214,0.061240014,0.946773175,1547,396032,11211.97626,25346048,,
410.6,30.61,2289,0.016610175,0.14451091,2.1016605,-0.00770602,0.107310064,0.910054617,1548,396288,11219.13267,25362432,,
412.06,30.79,2287,0.019554673,0.14070638,2.0890806,-0.007656876,0.076892905,0.938666962,1549,396544,11226.29599,25378816,,
404.28,28.95,2294,0.013538279,0.1361491,2.1252906,-0.010260749,0.15976861,0.874735296,1550,396800,11233.43848,25395200,,
405.74,29.16,2321,0.01467301,0.11873373,2.114433,-0.013022988,0.055237625,0.952976961,1551,397056,11240.49574,25411584,,
402.09,30.12,2274,0.02090744,0.16151936,2.0826256,-0.009255997,0.12857878,0.915931396,1552,397312,11247.69963,25427968,,
396.58,29.39,2272,0.016674222,0.15793864,2.11465,-0.009315226,0.11953325,0.916131422,1553,397568,11254.9096,25444352,,
405.93,30.89,2300,0.015547474,0.13509114,2.0840127,-0.011567281,0.06316166,0.954236284,1554,397824,11262.0324,25460736,,
406.89,31.99,2286,0.011890455,0.12754314,2.1312995,-0.010152452,0.06997616,0.941752899,1555,398080,11269.19738,25477120,,
404.02,30.85,2309,0.01465645,0.15814209,2.1306663,-0.010602457,0.1679125,0.886123359,1556,398336,11276.29107,25493504,,
410.37,30.92,2340,0.013407581,0.117370605,2.1381102,-0.008658891,0.06327427,0.947923172,1557,398592,11283.29085,25509888,,
406.51,30.55,2285,0.012903062,0.12491862,2.118314,-0.010342849,0.11370649,0.910921127,1558,398848,11290.4617,25526272,,
407.84,31.03,2313,0.016445937,0.15053304,2.1381836,-0.011194624,0.10006759,0.919206277,1559,399104,11297.5438,25542656,,
410.71,31.32,2301,0.014551804,0.13456218,2.1426213,-0.012064748,0.04784945,0.955520332,1560,399360,11304.6643,25559040,,
405.39,31.46,2269,0.013940587,0.1365153,2.140231,-0.009813289,0.116729766,0.904376566,1561,399616,11311.88538,25575424,,
406.48,30.86,2287,0.01253134,0.124572754,2.1167767,-0.011709917,0.07660105,0.931540355,1562,399872,11319.04816,25591808,,
405.63,30.75,2318,0.013257987,0.12709554,2.148184,-0.011694845,0.12350855,0.874331608,1563,400128,11326.11427,25608192,,
398.28,29.45,2302,0.015883448,0.15527344,2.1220295,-0.011015638,0.1429751,0.889873534,1564,400384,11333.22972,25624576,,
403.98,30.81,2323,0.017669123,0.15098064,2.135691,-0.013483956,0.0807856,0.924371131,1565,400640,11340.28332,25640960,,
401.17,29.37,2277,0.01799935,0.13252766,2.1196094,-0.009982431,0.18242551,0.873961091,1566,400896,11347.47904,25657344,,
401.25,29.32,2300,0.016127016,0.12866211,2.1674194,-0.011746337,0.114278615,0.902365349,1567,401152,11354.60168,25673728,,
400.5,29.01,2309,0.013222371,0.13578288,2.1593535,-0.010656412,0.11037484,0.897537626,1568,401408,11361.69637,25690112,,
408.78,30.6,2306,0.012902032,0.13718669,2.1475344,-0.014878883,0.033878613,0.966017857,1569,401664,11368.7999,25706496,,
410.16,30.81,2292,0.016941873,0.1587321,2.1578593,-0.009161147,0.108644344,0.901969709,1570,401920,11375.94778,25722880,,
405.8,30.25,2268,0.013523092,0.13126628,2.1631901,-0.013684831,0.0779491,0.920552239,1571,402176,11383.17179,25739264,,
410.41,30.47,2295,0.015349921,0.14107259,2.168056,-0.011312918,0.04696918,0.94256762,1572,402432,11390.31103,25755648,,
403.98,29.89,2293,0.01178733,0.10992432,2.2155168,-0.008282027,0.13174117,0.826913163,1573,402688,11397.45698,25772032,,
403.37,29.04,2282,0.0117234,0.088378906,2.1789024,-0.011664387,0.19405834,0.832777336,1574,402944,11404.63736,25788416,,
399.4,28.45,2315,0.01650997,0.12213135,2.2008786,-0.012473069,0.12215328,0.888918854,1575,403200,11411.71418,25804800,,
395.77,27.99,2303,0.012728955,0.12479655,2.1775844,-0.009293649,0.23977147,0.807886839,1576,403456,11418.82736,25821184,,
394.22,28.85,2298,0.012695748,0.12361654,2.190575,-0.010208812,0.1268618,0.888755284,1577,403712,11425.95747,25837568,,
401.11,28.84,2334,0.010581326,0.10784912,2.1895683,-0.008465269,0.11855493,0.881769598,1578,403968,11432.97577,25853952,,
405.28,28.72,2303,0.01552032,0.13246663,2.1711032,-0.010637041,0.11539764,0.900598116,1579,404224,11440.09087,25870336,,
409.95,29.79,2308,0.012775349,0.12597656,2.1663344,-0.010963813,0.07870967,0.923805982,1580,404480,11447.18896,25886720,,
402.97,29.47,2250,0.009039256,0.09073893,2.173174,-0.010627062,0.20153666,0.821401134,1581,404736,11454.47162,25903104,,
404.66,29.94,2291,0.01408765,0.12640381,2.1824753,-0.013275395,0.0529419,0.941072416,1582,404992,11461.62243,25919488,,
411.47,30.4,2281,0.011879895,0.122294106,2.1660945,-0.012747321,0.031058632,0.967264965,1583,405248,11468.80517,25935872,,
413.25,30.52,2302,0.029226659,0.16699219,2.159387,-0.008755391,0.10212126,0.901227288,1584,405504,11475.92258,25952256,,
412.21,30.18,2281,0.015812257,0.1519165,2.1711402,-0.01094292,0.1078267,0.882546335,1585,405760,11483.10517,25968640,,
402.25,29.89,2324,0.014591482,0.13344319,2.138805,-0.011584234,0.1485184,0.844119221,1586,406016,11490.15414,25985024,,
400.98,30.22,2305,0.015599635,0.14729817,2.1560142,-0.010748359,0.05672038,0.932425924,1587,406272,11497.26084,26001408,,
403.67,30.26,2290,0.018941876,0.15861003,2.1596506,-0.010261704,0.077018134,0.909607708,1588,406528,11504.41589,26017792,,
